SEQ_NO,MEDIA_TY,TITLE_NM,PLACE_NM,PLACE_TY,RELATE_PLACE_DC,OPER_TIME,REST_TIME,RSTDE_GUID_CN,ADDR,LC_LA,LC_LO,TEL_NO,LAST_UPDT_DE
11253,drama,운명처럼 널 사랑해,로케이션 이음 (구 로얄퀘스트),playground,"이건(장혁)과 김미영(장나라)은 건의 사직 기자회견에서 화해한 후, 18화에서 이곳에서 하룻밤을 함께 보낸다",매일 00시 - 24시 (예약 필수),정보없음,연중무휴,경기도 파주시 탄현면 새오리로286번길 48-70,37.713531,126.74641,0319443249,20221125
11254,drama,운명처럼 널 사랑해,한길 북하우스,cafe,14회에서 '언니'를 만났을 때 도덕적 지지자로 다니엘 피트와 함께 김미영(장나라)이 온다.,화-일 11시 - 19시,12시 - 13시,월요일,경기도 파주시 탄현면 헤이리마을길 59-6,37.789228,126.69788,0319499305,20221125
11255,drama,운명처럼 널 사랑해,파머스테이블,restaurant,14회에서 김미영(장나라)과 다니엘 피트(최진혁)가 이곳에서 만났다.,"화-목, 주말 11시 30분 - 21시, 금 13시 30분 - 21시","화-목 15시 - 17시, 주말 15시 30분 - 16시 30분",월요일,경기도 파주시 탄현면 헤이리마을길 59-77,37.7902235,126.695397,0319486225,20221125
11256,drama,운명처럼 널 사랑해,곤리도,playground,"3, 4회에서 '여월섬'으로 등장한다.",매일 00시 - 24시 (뱃 시간 별도문의),정보없음,연중무휴,경상남도 통영시 산양읍 곤리리 174-16,34.782517,128.37111,0556450101,20221125
11257,drama,운명처럼 널 사랑해,육심원 가로수길점,playground,15회에서는 이 가게 2층이 김엘리(강나라)의 서울 스튜디오 겸 집으로 소개된다.,매일 11시 - 19시 30분,정보없음,명절(당일),서울특별시 강남구 논현로159길 66,37.52157,127.0231,025112187,20221125
11258,drama,운명처럼 널 사랑해,라움,playground,9화 이 장소에서 자선경매가 진행된다.,매일 09시 - 21시,정보없음,연중무휴,서울특별시 강남구 언주로 564,37.508252,127.0397,0269254733,20221125
11259,drama,운명처럼 널 사랑해,어텐션,playground,9화에서 이건(장혁)과 다니엘 피트(최진혁)가 술 경쟁을 하기 위해 이곳에 갑니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 와우산로17길 11,37.550068,126.9224,050713880778,20221125
11260,drama,운명처럼 널 사랑해,켄싱턴호텔 여의도,stay,12회에서 김미영(장나라)과 이별했다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국회대로76길 16,37.530291,126.92187,0266707000,20221125
11261,drama,운명처럼 널 사랑해,마포대교,playground,문화 예술 기금 모금 행사에서 비참한 사건이 일어난 후 미영(장나라)은 8화에서 남편 건(장혁)의 도움으로 이 다리 아래 공원으로 그녀를 데려간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 84-5,37.533709,126.9367,0226701451,20221125
11262,drama,운명처럼 널 사랑해,이랜드크루즈,playground,7회에서 미영의 임신한 여동생 미자(이미도)와 처남 최씨(임형준)는 집을 구하러 상경하고 미영(장나라)과 건(장혁)에게 한강 유람선 더블데이트에 초대한다.,"화-금,일 14시 - 21시, 토 14시 - 22시",정보없음,월요일,서울특별시 영등포구 여의동로 280,37.5290674,126.936218,0262916900,20221125
11263,drama,운명처럼 널 사랑해,청운공원,playground,19회에서 이건(장혁)은 어린 시절 추억을 떠올리게 하는 오래된 소나무 사진을 발견한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창의문로 119 청운 공원,37.5919695,126.966814,0221481114,20221125
11264,drama,운명처럼 널 사랑해,서울 평창동 맨션 378-1,stay,재벌 이건(장혁) 회장과 할머니 왕씨(사장)이 이 맨션에 산다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 평창11길 51,37.609921,126.96608,0221481114,20221125
11265,drama,운명처럼 널 사랑해,토탈미술관,playground,"이 박물관 겸 카페는 디자이너 다니엘 피트(최진혁)의 카페 '파도'로 보이는데, 5화 이후 에피소드에서 이건(장혁)의 집 바로 아래 거리에서 오픈했다.",화-일 11시 - 18시,정보없음,월요일,서울특별시 종로구 평창32길 8,37.612154,126.97566,023797037,20221125
11266,drama,운명처럼 널 사랑해,서울디자인재단,playground,이건(장혁)과 김미영(장나라)은 다니엘 피트의 전시를 보기 위해 이곳에서 만날 계획이다.,매일 10시 - 20시,정보없음,연중무휴,서울특별시 중구 을지로 281,37.566752,127.0101,0221530000,20221125
11267,drama,운빨로맨스,아난티 클럽 서울,playground,1회에서 심보니(황정음)과 제수호(류준열)은 이곳에서 처음 마주친다. 그는 카지노에 놀러 왔고 그녀는 웨이트리스와 청소부로 아르바이트를 한다.,매일 00시 - 24시,정보없음,연중무휴,경기도 가평군 설악면 유명로 961-34,37.619609,127.48216,0315893000,20221125
11268,drama,운빨로맨스,판교세븐벤처벨리 정류장,station,3화에서 제수호(류준열)가 자신의 프로젝트에 대해 생각하며 자전거를 타고 회사로 가는 배경에서 버스 정류장이 보입니다.,매일 00시 - 24시,정보없음,연중무휴,경기도 성남시 분당구 삼평동 626,37.401796,127.10248,15773100,20221125
11269,drama,운빨로맨스,수원 화성,playground,"12회에서 이 문 바로 맞은편, 수원천(수원천)의 모습이 나온다",매일 09시 - 18시,정보없음,연중무휴,경기도 수원시 장안구 영화동 320-2,37.2871264,127.01196,0312903600,20221125
11270,drama,운빨로맨스,화성행궁,playground,효명세자 (박보검)의 거처로 나온다,"하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시",정보없음,연중무휴,경기도 수원시 팔달구 정조로 825,37.2818191,127.013426,0312903600,20221125
11271,drama,운빨로맨스,샛별빌라,stay,1회에서 심보니(황정음)의 집으로 나온다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 독막로19길 20-15,37.548677,126.92556,,20221125
11272,drama,운빨로맨스,카페256,cafe,"6회에서 제수호(류준열), 한설희(이청아), 최건욱(이수혁)이 만나는 곳이다","화-토 10시 - 22시, 일 09시 - 21시",정보없음,월요일,서울특별시 성북구 성북로26길 13,37.594881,126.99422,027661611,20221125
11273,drama,운빨로맨스,물빛광장(여의도),playground,3화에서 개리(최건욱)(이수혁)가 고민을 하러 왔다.,매일 08시 - 21시,정보없음,연중무휴,서울특별시 영등포구 여의도동 84-9,37.530806,126.92831,0226703114,20221125
11275,drama,원 더 우먼,별마로천문대,playground,4회 회상회에서는 한승욱/장알렉스(이상윤)가 버려진 신문을 통해 할아버지의 죽음을 알게 된 모습이 그려졌다.,"화-일 15시 - 23시 (4월-9월),  화-일 14시 - 22시 (10월-3월)",정보없음,월요일,강원도 영월군 영월읍 천문대길 397,37.198816,128.486792,0333728445,20221125
11276,drama,원 더 우먼,리븐델 게스트하우스,stay,여기는 어린 한승욱(영훈)이 살았던 곳으로 10회에서 강미가 살았던 순간을 회상한다,전화문의,정보없음,전화문의,경기도 가평군 청평면 고재길 262-46,37.702514,127.51666,0319196171,20221125
11277,drama,원 더 우먼,청아공원기독교전용관,playground,여기에 안장된 연주의 할머니를 추모하기 위해 조연주(이하늬)와 안유준(이원근)이 찾아온다.,매일 08시 - 18시,정보없음,연중무휴,경기도 고양시 일산동구 은마길 129,37.719031,126.80572,0319779911,20221125
11278,drama,원 더 우먼,아소산 일산본점,restaurant,1회에서 조연주(이하늬)는 이 식당에서 회장을 만나 '동등한 대우'를 요청합니다.,매일 11시 30분 - 21시 30분,15시 - 17시,연중무휴,경기도 고양시 일산동구 정발산로 128,37.659182,126.78267,0319035333,20221125
11279,drama,원 더 우먼,킨텍스,playground,4-5회에서 조연주(이하늬)의 사고 목격자가 혼수상태로 입원하는 '한주병원'으로 등장한다.,전시일정 별 상이,정보없음,연중무휴,경기도 고양시 일산서구 킨텍스로 217-60,37.668805,126.74593,0318108114,20221125
11280,drama,원 더 우먼,라마리나카페앤레스토랑,restaurant,10회에서 한승욱/알렉스 장(이상윤)은 이 식당에서 식사를 하고 한주그룹 가사도우미 김경신(예수정)은 헤어진다,"카페 매일 10시 - 21시, 레스토랑 매일 11시 30분 - 21시",정보없음,연중무휴,경기도 김포시 고촌읍 아라육로152번길 210-34,37.600792,126.79118,050713315498,20221125
11281,drama,원 더 우먼,쉴낙원 김포장례식장,playground,"2~3회에서 유민그룹 가족의 장례가 치러지며, 강미나(이하늬)와 멤버들이 모인 곳이다.",매일 00시 - 24시,정보없음,연중무휴,경기도 김포시 승가로58번길 7,37.607202,126.71541,0314491009,20221125
11282,drama,원 더 우먼,용인 대장금 파크,playground,15회에서 이 공원의 궁궐 일대에서 한주그룹 회장 한영식(전국환)과 한성운(송원석)이 대화를 하는 장면이 나온다.,"하절기 매일 09시 - 18시, 동절기 매일 09시 - 17시",정보없음,연중무휴,경기도 용인시 처인구 백암면 용천드라마길 25,37.1209396,127.337296,0313373241,20221125
11283,drama,원 더 우먼,의정부교도소,playground,5회에서 왕필규(이규복)와 최대치(조달환)는 조연주(이하늬)의 아버지이자 이 감옥에 수감된 남문강의 두목(정인기)을 만난다.,매일 00시 - 24시,정보없음,연중무휴,경기도 의정부시 송산로 1111-76,37.723336,127.09159,0318501000,20221125
11284,drama,원 더 우먼,경기영어마을 파주캠퍼스,playground,16회에서 알렉스 창(이상윤)이 로스앤젤레스 전망대에서 별을 바라보며 관람객들을 안내한다. 조연주(이하늬)가 그를 만나러 오는 것은 바로 그곳이다,매일 09시 - 22시,정보없음,연중무휴,경기도 파주시 탄현면 얼음실로 40,37.7852355,126.703739,15880554,20221125
11285,drama,원 더 우먼,아다마스253,cafe,이 카페는 강미나(이하늬)가 운영하는 혜별갤러리로 나온다. 4회에서 강미나(이하늬)와 한승욱/장알렉스(이상윤)가 만나는 장면에서 처음으로 등장한다,매일 11시 - 21시,16시 - 17시,연중무휴,경기도 파주시 탄현면 헤이리마을길 47,37.7877435,126.697996,0319491296,20221125
11286,drama,원 더 우먼,퍼스트가든,playground,강미나(이하늬)가 사는 한주그룹 맨션으로 등장한다.,매일 10시 - 22시,정보없음,연중무휴,경기도 파주시 탑삭골길 260,37.7321551,126.793933,0319576861,20221125
11287,drama,원 더 우먼,대전근현대사전시관,playground,7회에서 강미나/조연주(이하늬)가 심문을 위해 소환되는 '서평지검'으로 등장한다.,화-일 10시 - 18시,정보없음,월요일,대전광역시 중구 중앙로 101,36.3266855,127.420912,0422704537,20221125
11288,drama,원 더 우먼,동아디지털미디어센터,playground,"유민그룹' 사옥, 1화에서 강미나(이하늬) 가족의 사고 소식이 전해졌고, 4화에서는 조연주(강미나)가 본사를 방문하는 모습이 그려졌다.",매일 11시 - 22시,정보없음,연중무휴,서울특별시 마포구 매봉산로 75,37.57832,126.89285,0221460913,20221125
11289,drama,원 더 우먼,SBS프리즘타워,playground,14화에서 한성혜에게 아웃된 후 이 건물에서 비서 김은정(이화겸)이 탈출을 시도한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암산로 82,37.579725,126.89269,0220610006,20221125
11290,drama,원 더 우먼,SBS방송센터,playground,"이 건물의 외관은 박소이(박정화)가 나인오클락뉴스의 아나운서로 근무하는 SEC 방송국으로, 4화에서 처음 볼 수 있다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 양천구 목동서로 161,37.529043,126.87417,0220610006,20221125
11291,drama,원 더 우먼,콘래드 서울 호텔,stay,"유민그룹 사옥으로 등장. 3회에서 한주그룹 대표들이 주주총회에 참석하는 모습, 4회에서 조연주(강미나)가 총회에 참석하는 모습.","매일 입실 16시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,37.525497,126.92681,0261377000,20221125
11292,drama,원 더 우먼,세상의 모든아침,restaurant,6회에서 한식당에서 오랜 인연을 이어온 박소이 아나운서(EXID 박정화)를 만났다,매일 10시 - 22시,16시 - 17시,연중무휴,서울특별시 영등포구 여의대로 24,37.522239,126.91987,0220554442,20221125
11293,drama,원 더 우먼,후암동 43-45,stay,"2-3회에서 유민그룹 가족의 장례가 치러지며, 강미나(이하늬/이하늬)와 멤버들이 모인 곳이다",매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 두텁바위로 135,37.5511,126.98138,0221998400,20221125
11294,drama,원 더 우먼,스테이트 타워 남산,playground,"조연주(강미나)와 강미나(이하늬)가 5회에서 미나의 장인, 한주그룹 회장(전국환)을 만나 식사를 하는 모습이 나온다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 퇴계로 100,37.560342,126.98297,0260205500,20221125
11295,drama,원 더 우먼,오크우드프리미어 인천,stay,1회에서 강미나(이하늬)가 이 곳으로 경매 대금에 대해 갤러리 스태프와 논의하러 왔다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 연수구 컨벤시아대로 165,37.389269,126.64424,0327262000,20221125
11296,drama,원 더 우먼,인천국제공항,playground,1회에서 이 공항에 도착한 한승욱/장창(이상윤)은 터미널 대형 스크린으로 유민그룹 사고 소식을 접한다.,매일 00시 - 24시,정보없음,연중무휴,인천광역시 중구 공항로 272,37.44919,126.4514,15772600,20221125
11297,drama,원 더 우먼,그랜드 하얏트 인천,stay,드라마에서 '한주호텔'로 나온다. 1화에서 강미나와 조연주(이하늬)가 2021년 해별갤러리 공모 경매에 참석하기 위해 도착하는 모습,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,인천광역시 중구 영종해안남로321번길 208,37.440449,126.45747,0327451234,20221125
